"RouteID","StopID","EstimateTime","GoBack"
"16691","149948","554","0"
"16660","147315","-1","2"
"17011","162966","1559","2"
"16971","162008","-1","2"
"17016","203217","4383","2"
"17513","178302","518","0"
"16594","139367","416","1"
"16573","137466","1643","0"
"16630","142032","4640","2"
"16804","196696","-3","3"
"16663","147418","-1","2"
"16808","157766","-3","3"
"17914","196085","3255","2"
"17005","162862","2609","2"
"16695","150376","330","0"
"10151","34189","445","0"
"16728","185498","134","2"
"17692","186586","-1","2"
"10511","37618","450","1"
"16719","152617","636","0"
"17292","192271","1016","1"
"16420","123376","1727","1"
"17501","177714","-1","2"
"16612","140698","199","1"
"17575","203303","236","1"
"16601","139921","1929","2"
"17537","179954","-1","2"
"17001","162718","2978","2"
"16641","142649","-3","3"
"16660","147296","-1","2"
"16835","158102","2339","1"
"17528","179392","2406","0"
"16730","154024","-1","2"
"16762","156671","-1","2"
"16294","114865","686","0"
"16923","160990","-1","2"
"16891","159903","2458","0"
"16485","128785","1687","0"
"16899","160104","-4","2"
"16609","140541","6439","2"
"10173","15008","90","1"
"17802","191298","2402","2"
"16940","161408","-1","2"
"18014","200248","-1","2"
"16774","157239","1375","0"
"17513","178326","2212","2"
"16987","162378","-1","2"
"16431","124178","390","1"
"16861","158751","1144","0"
"16490","129088","2800","0"
"16500","129620","301","0"
"16517","177953","470","0"
"17557","181153","153","1"
"16630","142010","3236","2"
"16739","155595","3817","2"
"16651","143542","-1","2"
"16807","157762","-1","2"
"16489","129016","1404","0"
"16942","161430","-1","2"
"16877","184293","-1","2"
"16717","152483","1449","2"
"16694","150281","2122","0"
"16425","123791","551","1"
"16599","139835","1382","0"
"15181","44639","-1","2"
"16861","158712","-1","2"
"17843","194464","-1","2"
"16608","140397","36","0"
"16574","190255","-1","2"
"18028","200699","-3","3"
"16924","161031","2722","2"
"17718","192244","4006","2"
"16513","130990","459","1"
"16270","113750","1920","2"
"16224","120533","993","1"
"16603","140045","425","0"
"17545","180526","-1","2"
"17516","178546","172","0"
"16672","147780","-1","2"
"16610","140569","930","0"
"17625","191818","2858","0"
"16817","157857","-3","3"
"16243","203412","1306","1"
"15181","44601","-1","2"
"16908","160443","-1","2"
"16603","140086","251","1"
"16265","113448","512","1"
"16123","18873","263","1"
"10173","15038","1405","1"
"17395","172444","1347","0"
"16847","158317","2529","2"
"16835","158038","2452","2"
"16730","154017","-1","2"
"16490","129047","1434","2"
"17839","194405","-3","3"
"16461","126466","1788","2"
"16695","150403","3804","0"
"10475","10448","227","0"
"16536","133514","1788","0"
"17972","199013","5255","2"
"16210","191131","-1","2"
"17513","182019","1770","2"
"16675","148085","587","1"
"16900","160175","-4","2"
"16497","148675","1502","2"
"15224","192889","-1","2"
"16948","161572","5087","2"
"17699","186942","7717","2"
"16908","160417","-1","2"
"16677","198156","3097","2"
"16591","139106","32","1"
"16757","156095","1758","2"
"16919","160904","3178","2"
"16397","153906","-1","2"
"16867","159010","2238","2"
"16758","156176","-1","2"
"16919","160893","2331","2"
"16530","133021","-3","3"
"10196","35112","335","0"
"16662","191477","1264","1"
"17668","184966","1039","0"
"17526","184856","232","0"
"17971","198962","558","0"
"16974","162141","-1","2"
"16486","128817","-1","2"
"17537","179949","-1","2"
"16939","161374","4460","2"
"16511","130700","430","0"
"17568","181448","-1","2"
"11244","18126","150","1"
"16548","190473","-1","2"
"17971","198954","2663","2"
"16956","161725","6429","2"
"16689","149618","1101","0"
"16759","175309","-1","2"
"16670","147757","50","1"
"17838","192915","126","0"
"16560","134891","334","0"
"16243","112441","935","1"
"16733","154424","1934","2"
"17570","181518","0","0"
"10453","36604","317","1"
"16543","134023","-1","2"
"17518","178704","4181","2"
"17814","191939","-3","3"
"16922","160960","2304","2"
"17559","181176","1462","2"
"16578","137963","2176","2"
"10731","14093","104","0"
"16574","137547","-1","2"
"17017","163192","984","2"
"16609","140501","2462","2"
"17779","190314","-3","3"
"16937","161369","5990","2"
"16527","132764","-1","2"
"16630","142012","3292","2"
"10511","37614","154","1"
"16585","187689","418","0"
"16123","18847","255","0"
"16946","161522","5264","2"
"10163","15874","252","0"
"16814","157842","-1","2"
"17889","195226","600","1"
"16739","155706","-1","2"
"16432","198881","-1","2"
"16405","122384","116","0"
"17570","181565","902","1"
"16461","126503","646","0"
"10329","14816","-1","2"
"16468","127785","531","1"
"16871","159213","4477","2"
"16532","133161","1715","2"
"16976","162221","5268","2"
"16675","148102","1206","1"
"17304","169379","959","0"
"16767","156942","-1","2"
"10116","20169","7041","2"
"16694","150306","515","1"
"16762","156689","-1","2"
"17679","185771","-1","2"
"16515","131361","463","1"
"16604","140162","-1","2"
"16861","158705","-1","2"
"16719","152585","827","2"
"15717","187505","236","1"
"16511","130782","1015","1"
"15181","44657","196","1"
"17570","186091","597","1"
"16575","186124","-1","2"
"17501","177736","153","0"
"16908","160432","-1","2"
"16588","138753","416","0"
"16665","147491","-1","2"
"17576","181828","-1","2"
"16497","191281","1245","0"
"16910","160564","-1","2"
"17806","191572","1035","1"
"17916","196298","1877","0"
"16675","148059","605","1"
"17005","162854","2258","2"
"10195","35037","889","1"
"17300","169949","550","1"
"16668","151144","1624","1"
"16692","181027","85","1"
"17360","171599","-1","2"
"10149","170050","1276","2"
"17813","192107","-3","3"
"16732","154228","296","1"
"10753","38273","251","0"
"17516","178586","5831","2"
"16489","128987","157","2"
"16694","150282","175","1"
"16611","192098","-1","2"
"16669","147675","360","1"
"16207","110918","577","1"
"16955","161708","-1","2"
"16493","193210","5143","2"
"16432","124181","-1","2"
"16532","133156","1403","2"
"17718","188253","-3","3"
"16694","171115","1145","0"
"16527","132740","-1","2"
"17528","179441","719","0"
"16528","132787","-1","2"
"17010","162963","1263","0"
"17663","184695","129","2"
"16532","133230","6229","2"
"17537","179962","-1","2"
"16673","147847","-1","2"
"16591","139139","273","1"
"16761","156575","1062","2"
"16675","147969","528","2"
"17294","173822","-1","2"
"16768","187305","-3","3"
"17711","187635","-1","2"
"16581","191771","51","1"
"16674","147950","74","1"
"17868","194587","2015","2"
"16608","140468","1001","1"
"16662","185060","25","0"
"16695","150419","5120","0"
"10453","36571","977","0"
"16595","139413","0","0"
"10281","12667","207","0"
"16590","138995","5814","2"
"17916","196303","333","0"
"10149","170058","1787","2"
"16517","131575","272","1"
"16964","161918","-1","2"
"16651","143595","-1","2"
"16210","111078","-1","2"
"16734","154508","7740","2"
"16562","135040","662","0"
"17680","188721","-3","3"
"16964","161886","6614","2"
"17557","181096","491","0"
"16528","132856","689","1"
"16673","147833","-1","2"
"16763","156756","-3","3"
"16579","137991","-3","3"
"16691","149913","111","0"
"17534","184577","534","1"
"16573","137393","2397","2"
"16544","198657","3126","2"
"16729","153984","8438","2"
"16547","134167","2832","2"
"16590","138955","6573","2"
"10475","185082","-1","2"
"17483","176726","2031","1"
"10195","34936","798","0"
"16429","124070","1036","2"
"16543","134025","-1","2"
"16651","143519","-1","2"
"16974","162156","-1","2"
"16735","154555","1892","1"
"16531","133066","-3","3"
"16547","134169","0","0"
"17958","198565","-1","2"
"10731","14103","467","0"
"17524","179130","515","1"
"16871","159221","4852","2"
"16603","140052","216","0"
"17945","199147","689","1"
"17528","179338","844","2"
"16760","156544","-1","2"
"16542","156394","5264","0"
"16258","113170","1191","1"
"16579","138018","-3","3"
"16861","158681","-1","2"
"16909","160488","692","0"
"17957","198366","-4","2"
"16852","158459","5226","2"
"10453","36584","356","1"
"16666","147560","1346","0"
"16590","138960","3806","2"
"17625","183920","646","0"
"17482","176547","1768","0"
"10281","12719","139","1"
"15717","19571","1300","0"
"16609","171161","6804","2"
"16664","147442","-1","2"
"16958","161762","-1","2"
"16796","157604","-1","2"
"17524","179069","290","0"
"16499","129590","749","1"
"16521","131873","1190","1"
"16223","111651","5402","2"
"16265","113407","991","0"
"17966","198773","-1","2"
"16682","148488","6037","2"
"16971","162059","6182","2"
"16497","129438","1841","2"
"17005","162827","6670","2"
"16270","113775","1203","1"
"17537","179969","-1","2"
"10143","13955","1279","1"
"16593","139236","-1","2"
"16487","128905","781","0"
"17568","181458","-1","2"
"16660","147289","-1","2"
"16755","198525","227","0"
"16579","192230","-3","3"
"16878","159457","-1","2"
"17923","196626","-1","2"
"16764","156853","4992","0"
"16865","158891","7730","2"
"16282","150946","589","1"
"16852","158431","3133","2"
"10196","35071","-1","2"
"16835","158043","2815","2"
"17865","193996","2329","2"
"16903","160253","3879","2"
"10511","37576","777","0"
"16992","162477","-3","3"
"17518","178686","2647","2"
"10172","34509","168","0"
"16695","150351","4637","2"
"16490","129054","58","0"
"17007","199754","3450","2"
"16719","152668","464","0"
"16770","186396","-3","3"
"16717","196949","1621","0"
"16673","147834","-1","2"
"5415","14004","1812","0"
"16623","141514","769","2"
"10196","184277","270","0"
"17812","191844","-3","3"
"16515","131378","392","1"
"16487","128883","-1","2"
"17668","185014","726","1"
"17532","184858","175","0"
"17975","200230","-3","3"
"16849","158333","1054","2"
"10195","34953","367","0"
"17548","180741","84","1"
"10162","15177","80","1"
"16490","129078","1924","0"
"16393","122004","342","0"
"17528","179564","1573","1"
"16631","142071","481","0"
"16890","196901","2276","0"
"16728","191115","1264","1"
"16588","138785","285","0"
"17696","186781","-1","2"
"16517","131551","476","1"
"18016","200379","-3","3"
"16518","131636","2209","2"
"17311","194049","4362","2"
"16873","159294","-1","2"
"16296","114987","-1","2"
"16511","130725","1479","0"
"5415","14010","367","0"
"16481","128441","205","0"
"17310","170871","769","0"
"16393","122024","1007","0"
"16907","202313","-1","2"
"16562","135021","-1","2"
"10325","21090","584","0"
"17015","163116","-1","2"
"17843","194463","-1","2"
"16732","187714","1632","1"
"17889","195231","950","1"
"16863","158850","5392","2"
"17971","198959","481","0"
"17845","193093","863","2"
"16964","161906","9166","2"
"16578","137959","2024","2"
"17910","195985","-1","2"
"17292","168676","376","0"
"16123","18812","-1","2"
"16627","141785","-1","2"
"16757","156084","1112","2"
"17905","195829","-3","3"
"16667","147584","-1","2"
"16890","159850","83","1"
"17424","173881","-1","2"
"17424","173892","-1","2"
"17011","162996","3291","2"
"16821","157878","-3","3"
"10329","14876","506","1"
"15224","27899","4746","2"
"16964","161896","8320","2"
"16912","160666","-1","2"
"16656","147118","-3","3"
"16606","140237","1351","0"
"16901","160202","-4","2"
"17292","168688","737","0"
"17683","185869","2293","2"
"17530","186979","7466","2"
"17903","195804","-1","2"
"16425","123710","473","2"
"16603","140032","528","0"
"16693","150193","1791","1"
"17534","193196","-1","2"
"10491","37240","951","1"
"16486","128860","424","1"
"16430","124148","49","1"
"16909","160519","1772","0"
"16497","129467","967","0"
"16591","139147","497","1"
"17003","194249","729","2"
"16530","132966","-3","3"
"16773","157185","3890","2"
"16852","158465","5616","2"
"17003","162730","4151","2"
"16726","153436","640","0"
"16731","154276","1633","0"
"16664","147465","324","1"
"16731","154319","0","1"
"16900","160168","-4","2"
"16425","123765","1516","0"
"17523","178991","85","1"
"17719","188420","-3","3"
"17483","176698","449","1"
"17719","188378","-3","3"
"16681","148373","-1","2"
"16642","199901","3279","2"
"16909","160469","40","0"
"17528","179454","1644","0"
"16604","140177","176","1"
"16189","109885","2007","2"
"16651","143535","-1","2"
"16607","196420","783","1"
"16531","133084","-3","3"
"17483","176659","1400","0"
"17015","163110","-1","2"
"16604","187700","1605","1"
"16529","132883","4460","2"
"16995","162574","2579","2"
"17537","179991","-3","3"
"16581","138120","151","1"
"16564","135764","1774","2"
"16775","157306","8267","2"
"16521","131852","494","1"
"17502","177811","7971","2"
"17483","176641","648","0"
"16518","131671","240","0"
"16610","140548","-1","2"
"16659","145492","350","1"
"16610","140562","398","0"
"16950","161604","7428","2"
"10162","15090","500","0"
"16588","138778","92","0"
"16628","141885","6553","2"
"16891","159876","2922","2"
"16584","192744","-1","2"
"15224","192893","-1","2"
"16576","137803","-1","2"
"17568","194266","-1","2"
"16429","124062","311","2"
"10325","21102","178","0"
"10163","15884","504","1"
"16594","171148","349","1"
"16777","157388","1028","2"
"16527","132771","-1","2"
"16897","160065","-4","2"
"17513","178331","2944","2"
"16607","140372","694","1"
"17648","184499","-3","3"
"10195","34927","209","0"
"17528","179493","1783","1"
"16948","161581","5882","2"
"16834","158001","-1","2"
"15717","19551","233","0"
"17433","174285","-1","2"
"17916","196286","1286","0"
"16467","188650","-3","3"
"17527","179305","2682","0"
"16602","140013","2771","0"
"16430","145953","317","1"
"17914","196142","440","0"
"17466","175056","5015","0"
"16966","161949","5573","2"
"17502","177805","7653","2"
"17696","186802","-1","2"
"16422","123481","2369","2"
"16692","150037","128","0"
"17889","195228","734","1"
"17466","174986","4806","2"
"16730","154006","-1","2"
"17003","162785","2885","2"
"16851","158391","3278","2"
"16748","155544","731","1"
"16243","112388","-1","2"
"16772","157130","2190","0"
"16891","159877","2996","2"
"16467","188649","-3","3"
"16905","160286","-3","3"
"17648","184518","-3","3"
"16897","160066","-4","2"
"16552","193002","397","1"
"16564","135759","1532","2"
"16873","159273","-1","2"
"16651","143498","-1","2"
"16679","148194","-4","2"
"16999","162615","2263","2"
"16554","134370","-4","2"
"17293","173781","1856","1"
"16531","193270","-3","3"
"10196","35159","175","1"
"17692","186428","-4","2"
"16894","193894","729","2"
"16627","141799","-1","2"
"16629","141915","4325","2"
"17843","194450","-1","2"
"16689","149692","545","1"
"16975","162195","-1","2"
"16762","156662","-1","2"
"16922","160976","71","0"
"16669","201574","1559","2"
"16517","131474","-1","2"
"16575","137697","-1","2"
"17842","194443","-1","2"
"16532","133208","5041","2"
"16730","154030","-1","2"
"16901","160205","-4","2"
"16762","156635","-1","2"
"16623","141542","2789","2"
"10143","13901","1317","0"
"10163","15829","471","0"
"16893","159962","1069","0"
"16486","128857","83","1"
"10732","14435","226","1"
"16532","133222","5844","2"
"17292","168709","546","1"
"16808","157773","-3","3"
"16564","135788","3223","2"
"10163","15848","73","0"
"17570","181519","167","0"
"17528","179579","484","1"
"16764","156832","3281","0"
"16869","159069","-1","2"
"17843","194457","-1","2"
"17483","176630","75","0"
"16628","141900","7388","2"
"10491","37179","1105","0"
"16732","154163","365","0"
"16958","161784","-1","2"
"16538","133664","2696","2"
"16406","122478","1408","1"
"16586","138664","2425","0"
"16557","134521","-1","2"
"16975","162176","-1","2"
"16489","129024","528","1"
"16530","133002","-3","3"
"16675","148035","96","0"
"17433","174297","-1","2"
"16830","157976","-1","2"
"16678","148172","-4","2"
"16627","141769","-1","2"
"17424","173885","-1","2"
"16956","192050","-1","2"
"16397","122266","1292","1"
"16513","130969","2888","0"
"16798","157619","381","2"
"16748","155512","819","0"
"10164","15953","-1","2"
"16528","132827","210","1"
"17536","179928","512","1"
"16899","160118","-4","2"
"17545","180555","-1","2"
"18078","202978","-1","2"
"16668","151110","2370","2"
"16468","127760","764","1"
"16679","198189","-4","2"
"17664","184738","3773","2"
"16258","113133","1289","0"
"10163","15868","247","0"
"16576","196480","-1","2"
"16497","148677","1658","2"
"17310","170870","730","0"
"10492","37358","999","1"
"17916","196339","1026","1"
"16611","140652","1088","1"
"16931","161177","3030","2"
"16592","149420","801","1"
"16588","138763","462","0"
"16912","194493","3133","0"
"17483","176703","195","1"
"16594","139369","587","1"
"16393","122027","1282","0"
"16485","128738","759","2"
"17991","199541","5991","2"
"16691","149934","526","0"
"17528","179377","1754","0"
"16594","139391","941","1"
"16697","150668","-1","2"
"10151","34171","717","0"
"16642","142751","870","0"
"17433","174310","-1","2"
"16691","149961","2124","0"
"17977","199188","2693","2"
"17292","168730","655","1"
"17648","184540","-3","3"
"16740","154995","1726","1"
"16630","142004","2944","2"
"16898","160074","-4","2"
"16601","139945","311","1"
"17625","191806","1821","0"
"16258","113123","706","0"
"17013","163061","3141","2"
"16560","185350","610","1"
"16789","185190","-1","2"
"16590","195672","6041","2"
"16608","140410","1085","0"
"16678","148176","-4","2"
"16728","191109","885","1"
"11244","188024","49","1"
"16642","142791","2798","1"
"5416","14188","82","1"
"16685","149282","1042","0"
"16490","129095","374","1"
"17972","198992","3937","2"
"16610","140591","425","1"
"16710","152036","-1","2"
"16556","134468","-1","2"
"17868","194645","2067","0"
"16755","155990","-1","2"
"18108","203149","-3","3"
"16632","142111","243","0"
"16606","184272","-3","3"
"16489","129042","49","1"
"17524","179047","616","0"
"16528","132804","584","0"
"16695","178269","7535","0"
"17914","196129","2335","2"
"16642","142733","3391","2"
"16633","163258","825","0"
"16418","123237","669","2"
"17905","195836","-3","3"
"16757","156118","653","0"
"17868","194607","3191","2"
"17300","169897","509","0"
"16588","138737","394","0"
"16975","162161","-1","2"
"10162","15160","170","1"
"10172","34525","1015","1"
"16681","198643","-1","2"
"16485","185962","153","1"
"16956","161747","-1","2"
"17546","180652","-3","3"
"10491","37203","861","0"
"16536","133520","2313","0"
"10325","21074","459","0"
"16663","147390","-1","2"
"16764","156819","2332","0"
"16527","132705","-1","2"
"16423","123489","-1","2"
"16775","157292","7109","2"
"16849","158353","2297","2"
"17502","177808","7842","2"
"10116","20173","7350","2"
"16789","157561","-1","2"
"16859","174854","4156","0"
"17530","186972","5538","0"
"17718","192245","249","1"
"16660","147274","-1","2"
"16522","132201","985","2"
"16602","183701","2571","0"
"16560","134884","445","0"
"16663","147388","-1","2"
"16493","186417","5657","2"
"16731","154326","632","1"
"17692","186510","-1","2"
"16571","148663","10368","0"
"16521","131844","1102","0"
"17779","190321","215","0"
"16910","160558","-1","2"
"16735","154538","474","0"
"16575","137675","-1","2"
"16629","141985","8668","2"
"16665","196428","1773","0"
"16739","155609","5300","2"
"17923","196660","-1","2"
"10162","15122","1111","0"
"17534","179845","211","1"
"16535","133430","2366","2"
"16906","160316","1493","2"
"17479","176295","4441","2"
"16191","110072","1957","0"
"17515","178494","0","0"
"17692","192238","-4","2"
"16538","133678","3377","2"
"17432","174267","3691","2"
"16950","192024","8805","2"
"16732","154187","396","0"
"17847","193324","-3","3"
"17011","163044","6468","2"
"16691","152531","76","1"
"16788","157531","4753","2"
"16735","154522","-1","2"
"17802","191338","1907","0"
"16954","161683","-3","3"
"17665","184771","5261","2"
"17689","186152","-3","3"
"16593","139281","-1","2"
"16613","140778","1207","0"
"11244","18108","308","1"
"16543","134001","-1","2"
"16427","151170","233","2"
"17624","183825","1958","2"
"16710","152058","-1","2"
"16274","113922","447","0"
"16619","141162","196","0"
"16614","140818","-1","2"
"17394","172432","-3","3"
"16528","154085","-1","2"
"16518","131661","1437","0"
"16781","178012","6504","2"
"16274","113957","399","1"
"17502","177768","5515","2"
"16733","154392","362","2"
"17518","178673","1947","2"
"16789","157554","-1","2"
"10151","34250","122","1"
"16610","140578","402","0"
"16462","187710","121","1"
"10511","37562","2120","2"
"16659","148778","-1","2"
"17990","199505","756","2"
"16243","202830","1047","1"
"16606","140222","488","0"
"16601","139931","2775","2"
"16685","149311","3646","0"
"16515","131384","867","1"
"16243","112375","-1","2"
"16840","191668","494","0"
"16981","162320","-3","3"
"16939","161382","5784","2"
"10163","15930","97","1"
"16584","138554","-1","2"
"16573","137403","3009","2"
"16557","203023","-1","2"
"17696","186803","-1","2"
"16878","159401","563","0"
"16964","161881","5806","2"
"17977","199196","455","2"
"17565","181316","4678","2"
"15181","44632","-1","2"
"17692","186564","-1","2"
"16595","139421","735","0"
"17294","173810","-1","2"
"16909","160533","2546","0"
"16692","150069","90","0"
"16612","140721","419","1"
"5415","14033","1823","0"
"17292","168656","723","2"
"16607","140339","-1","2"
"17482","176573","3360","0"
"17696","199073","-1","2"
"16487","128928","874","1"
"16554","134377","-4","2"
"16531","133093","-3","3"
"10149","170066","648","0"
"17625","183915","383","0"
"16752","197183","2538","2"
"16780","157437","5656","2"
"10753","38309","776","1"
"16728","198546","1637","1"
"17425","173911","2396","2"
"10424","10374","392","0"
"16774","157250","2124","0"
"17706","187345","2373","2"
"17917","196370","-3","3"
"15224","27909","5550","2"
"17916","200208","671","1"
"17310","170893","658","1"
"16930","161156","3154","2"
"17718","188272","-3","3"
"16954","161693","-3","3"
"17523","179012","666","1"
"10492","37364","230","1"
"16538","194332","-1","2"
"16274","194198","1372","1"
"16464","127469","2824","2"
"16784","157476","-1","2"
"17517","178641","397","1"
"17692","186469","-4","2"
"16479","128295","-1","2"
"17300","199761","1048","1"
"16498","129533","426","0"
"17902","195760","-3","3"
"16971","162046","5492","2"
"15224","180620","1175","1"
"10492","37330","0","1"
"16682","151192","2162","1"
"16635","142919","0","0"
"16783","202483","-1","2"
"16777","187020","1274","2"
"16840","158212","703","0"
"17687","185990","-3","3"
"16929","201834","-3","3"
"16896","160029","1615","2"
"17528","179449","1185","0"
"17865","193940","-1","2"
"17916","196309","1131","0"
"16637","186011","-1","2"
"16614","140859","-1","2"
"16930","161146","2160","2"
"17923","196612","-1","2"
"16270","113730","690","2"
"17802","191352","3508","0"
"16573","148787","2301","0"
"16890","159757","2500","2"
"16660","147316","-1","2"
"16606","140267","297","1"
"16798","157640","1492","2"
"16891","159906","2712","0"
"16773","157135","165","2"
"17719","188415","-3","3"
"15181","44686","1952","1"
"16681","197593","-1","2"
"16467","127642","-3","3"
"16896","160015","397","2"
"17692","186550","-1","2"
"16922","160969","2956","2"
"17000","162646","4110","2"
"16655","181917","171","0"
"17668","184973","463","0"
"10453","191757","527","1"
"17532","185364","724","0"
"16461","126491","374","0"
"16579","138016","-3","3"
"16583","185102","119","1"
"16294","114879","72","0"
"17545","180518","-1","2"
"16976","162246","-1","2"
"16407","122512","0","1"
"16656","147119","-3","3"
"16730","195909","-1","2"
"17868","194630","1172","0"
"16632","142104","218","0"
"16490","129087","2747","0"
"16529","198873","2834","2"
"17292","168683","153","0"
"17711","187665","-1","2"
"16543","134018","-1","2"
"16788","157539","5347","2"
"16955","161706","-1","2"
"17962","198518","-3","3"
"16463","127444","-1","2"
"17991","199556","884","0"
"16670","147760","500","1"
"16962","161847","-1","2"
"16906","160307","1176","2"
"16627","141820","-1","2"
"17483","176636","425","0"
"16608","140384","325","0"
"17682","185861","3242","0"
"16551","134273","-4","2"
"16775","187140","5798","2"
"17536","179884","537","0"
"17671","192554","-1","2"
"16578","137948","1450","2"
"17625","183953","336","1"
"16467","127638","-3","3"
"16673","147838","-1","2"
"17526","179260","204","1"
"17546","180673","3891","2"
"17972","198989","3774","2"
"16642","142734","0","0"
"16481","128435","304","0"
"16810","157794","-3","3"
"17000","162643","3967","2"
"16774","157264","3221","0"
"16608","140447","0","1"
"16731","154298","1260","0"
"16592","139207","1766","0"
"16532","133221","5796","2"
"16405","122416","680","1"
"15181","44629","-1","2"
"10116","20154","6051","2"
"16530","184352","-3","3"
"16532","133233","6421","2"
"16282","150951","1020","1"
"16538","133621","-1","2"
"16513","130894","3375","2"
"16464","127494","1236","0"
"17536","179880","379","0"
"17806","191529","-1","2"
"16628","141835","3755","2"
"16593","139260","-1","2"
"17937","197051","1983","0"
"17536","179932","790","1"
"16571","137300","8938","0"
"16530","133000","-3","3"
"16604","140124","402","0"
"16839","158202","8875","2"
"16407","122513","108","1"
"16978","162282","-3","3"
"16497","129462","703","0"
"16637","142868","-1","2"
"16575","137664","-1","2"
"16489","129038","429","1"
"10171","191737","-1","2"
"16919","160903","3111","2"
"17958","198413","1091","1"
"16243","112408","1455","0"
"16695","198361","5210","0"
"16491","129109","1242","2"
"17310","196409","563","0"
"16997","162595","243","0"
"17570","181541","297","1"
"17500","177633","1402","1"
"17548","180749","757","1"
"16189","109972","2514","0"
"17668","202713","219","1"
"17523","178943","-1","2"
"10161","34381","983","0"
"16517","131552","589","1"
"17545","180516","-1","2"
"16576","137824","-1","2"
"16660","147286","-1","2"
"10143","148705","1834","0"
"16461","126457","1326","2"
"16511","130774","699","1"
"16612","140667","-1","2"
"17916","198915","536","1"
"17482","176553","2539","0"
"10163","15918","353","1"
"10772","38503","-1","2"
"16739","155710","-1","2"
"17424","173938","4456","2"
"10196","35171","125","1"
"17902","195767","-1","2"
"17720","188634","-3","3"
"16461","126526","501","0"
"16681","148380","-1","2"
"16527","132748","-1","2"
"17802","202523","3658","0"
"17500","177606","6265","2"
"17304","169330","1003","0"
"16542","156359","3497","0"
"17294","173817","-1","2"
"17483","176617","717","0"
"16660","145845","-1","2"
"16674","147912","418","0"
"17524","179101","482","1"
"16735","154558","2060","1"
"16612","140690","1052","0"
"16626","141722","2975","2"
"16732","154168","804","0"
"17570","181574","385","1"
"10772","38521","606","0"
"16517","131607","148","1"
"16659","147200","108","0"
"16673","147851","-1","2"
"16835","158053","82","0"
"17525","179135","-1","2"
"17532","179661","975","0"
"17433","174300","-1","2"
"17548","180713","967","0"
"16581","138170","438","1"
"17843","197586","-1","2"
"17526","179188","38","0"
"16294","114886","396","0"
"17294","173860","5358","0"
"10511","37603","1013","0"
"17568","181414","-1","2"
"16592","139192","627","0"
"16492","129178","767","0"
"5413","33001","452","0"
"10196","35111","290","0"
"16571","137215","6246","2"
"16513","130962","2417","0"
"17811","191784","-3","3"
"16783","202532","-1","2"
"17802","191296","2316","2"
"17515","178527","1951","0"
"10161","34402","3175","0"
"17719","188387","-3","3"
"16513","130986","121","1"
"17945","199138","1470","0"
"17845","193147","496","1"
"17919","196440","-1","2"
"16693","150215","969","1"
"10161","34365","1364","2"
"5416","14124","1043","0"
"16210","199597","-1","2"
"16571","137310","9698","0"
"16644","142849","2838","2"
"16732","154201","497","1"
"17517","178665","346","1"
"16675","148012","341","0"
"16491","129129","2647","2"
"10143","188516","221","0"
"16423","123527","456","1"
"16265","113398","383","0"
"16734","154468","4605","2"
"16571","137280","6657","0"
"17692","186507","-4","2"
"16753","155956","1559","0"
"16515","131397","176","1"
"16764","156860","5536","0"
"10196","35097","129","0"
"10164","148850","2363","0"
"17871","194803","-3","3"
"16775","157293","7209","2"
"16659","145423","504","1"
"17513","178329","2863","2"
"16592","139217","370","1"
"16519","131729","2400","2"
"17865","193976","1390","2"
"16865","158896","7973","2"
"16500","129652","232","1"
"17013","163077","3933","2"
"16467","127689","-3","3"
"17664","184747","4025","2"
"16461","126487","1054","0"
"17631","184330","-1","2"
"16656","147112","-3","3"
"16602","139980","609","0"
"16937","161353","-1","2"
"16631","142067","245","0"
"17310","170885","410","1"
"16513","130928","2468","0"
"16296","115028","49","1"
"16430","124142","320","0"
"16987","162383","-1","2"
"16210","199595","-1","2"
"16740","154962","1480","0"
"16562","187500","566","1"
"16584","138539","-1","2"
"17568","181407","-1","2"
"16855","158496","3079","2"
"16710","152093","-1","2"
"16861","158744","788","0"
"17692","186513","-1","2"
"16863","158794","1558","2"
"16427","151172","273","2"
"17945","199812","-1","2"
"16733","154399","773","2"
"10195","34956","452","0"
"16681","199903","-1","2"
"16988","162420","1728","2"
"17516","178579","4937","2"
"16651","143469","-1","2"
"17930","196922","-3","3"
"17845","193115","3195","2"
"16681","198648","-1","2"
"17510","178059","-1","2"
"16970","161991","-1","2"
"16427","151166","1332","2"
"17536","179899","1155","0"
"16607","140366","220","1"
"16461","126555","357","1"
"16492","129193","712","1"
"16835","158064","-1","2"
"16518","131660","1397","0"
"16517","194838","620","0"
"16543","134031","-1","2"
"16651","143566","-1","2"
"17524","179041","199","0"
"16468","148643","797","1"
"16560","134901","763","1"
"16900","160154","-4","2"
"17940","197233","4066","2"
"16467","127645","-3","3"
"16691","149920","584","0"
"17525","179165","1784","1"
"10164","16034","240","1"
"16544","134077","1496","0"
"16976","162236","6511","2"
"17576","181822","-1","2"
"17991","199551","557","0"
"16614","140838","-1","2"
"16734","154490","6078","2"
"17911","196019","-1","2"
"16590","138975","4634","2"
"17294","173819","-1","2"
"16673","147824","-1","2"
"15224","27890","3798","2"
"16633","163265","1261","1"
"10474","10547","854","1"
"16608","140431","884","0"
"16740","155014","130","0"
"16538","133712","5573","2"
"17845","194329","1274","1"
"16629","141982","8574","2"
"10163","15839","167","0"
"16739","155639","6695","2"
"10195","35015","166","1"
"16607","140358","-1","2"
